X,Y,Z,item,pagerank,chosen
-21.746632,-1.5114272,3.3606412,collective effervescence,0.00022854264976577998,0.0
-3.0034554,-15.053328,16.471191,mental model,0.0006697287852182111,0.0
-15.267838,-3.825661,8.571429,predictive coding,0.00017576083266873703,0.0
9.187637,6.872774,21.445225,first-order logic,8.905405728555678e-05,0.0
-13.606188,1.8540908,0.9099553,meme,0.00021594573388887084,0.0
-2.6781514,7.6079497,-0.89221543,social network analysis,0.0006932092990676579,0.0
-14.962455,-12.861254,-1.175575,gestalt psychology,4.233652867165292e-05,0.0
-14.242375,1.1556143,21.827257,language acquisition,4.233652867165292e-05,0.0
-25.176487,1.1226515,15.536128,library,4.233652867165292e-05,0.0
-3.0688105,12.841962,3.3798513,web analytics,4.233652867165292e-05,0.0
9.227932,-9.708995,-0.6117878,space mapping,0.00012780889917980834,0.0
-6.7109003,-17.31988,-4.989601,brain–computer interface,0.0012983015862913375,0.0
20.540033,-1.1027473,-3.9881637,interval finite element,0.00046526196083601797,0.0
15.769945,4.356337,13.953546,boolean algebra (structure),0.00047238917465066555,0.0
9.211223,10.901524,24.228428,relational algebra,0.00031687061258983234,0.0
1.932907,3.5266893,-2.2622242,data clustering,0.0002972194972125038,0.0
-26.489927,-2.1788697,2.4781592,group behaviour,0.00012621126879041274,0.0
6.260356,19.634905,-13.465257,stream processing,0.00053607124652849,0.0
26.428675,-14.735047,5.1110578,ising model,0.00015894874446213442,0.0
21.774471,2.0320873,15.110082,logic gate,0.00014979975012301488,0.0
-3.8146083,2.1341271,-0.9427413,deep learning,6.630650171470071e-05,1.0
0.04551512,-11.439246,14.606572,map–territory relation,0.0002014601561955095,0.0
14.727095,-10.298181,18.278967,catch-22 (logic),0.00024448341898827223,0.0
2.608585,9.2739,21.948784,siri (software),0.00025645180526085034,0.0
-14.420132,10.921441,-6.5057573,robotic mapping,0.0005922204085804539,0.0
-5.122685,-11.393572,-4.9819922,mathematical neuroscience,0.00013713611770546766,0.0
9.980433,4.805068,-10.40001,analog signal processing,0.00044810454532283377,0.0
-1.3125876,-24.8901,7.418948,ecology,0.000812149775335358,0.0
-13.591253,-15.309358,-11.307566,visual system,0.00010488764821344824,0.0
17.572044,-14.575749,3.5192924,stochastic process,0.0002450724569352032,0.0
-7.7396255,4.5122886,17.880306,linguistics,6.896141813706579e-05,0.0
24.241804,5.951707,-3.585129,floating point,0.0001366141926023186,0.0
7.5588765,-6.549392,-19.106495,fourier analysis,0.0002751392397727306,0.0
-14.31641,-1.4170051,-11.990131,motion perception,0.000564903470220523,0.0
9.785897,-4.988682,16.931213,principle of bivalence,0.000956235414698857,0.0
-7.6366405,22.60599,0.27593553,open source intelligence,0.00010631252821658855,0.0
10.824688,19.608053,-17.790562,parallel computing,0.0010922450235178985,0.0
-23.594353,12.376032,-14.756641,lifestreaming,0.0003900176169267207,0.0
-1.0720136,22.53826,-10.717309,unified video decoder,0.0003402556291056437,0.0
-7.5116887,-3.8225467,7.283078,simulated consciousness,0.0003856378289608157,0.0
-9.266298,3.5207744,3.4099948,distributional semantics,0.0007501257351335137,0.0
13.515537,-19.102562,-10.980906,conservation biology,8.01689252082998e-05,0.0
12.583971,-6.40226,10.054069,logistic function,0.0005042642375954681,0.0
-24.996256,-3.9924743,-13.3301935,marketing research,0.000479392562605189,0.0
4.970959,18.05944,-16.337915,cuda,0.00010126137944567348,0.0
-7.556241,11.511887,3.4297738,web scraping,8.92872828212172e-05,0.0
-16.596369,11.310728,6.364128,collaborative filtering,0.00041654321380740766,0.0
-23.38708,11.904825,-13.157631,lifecasting (video stream),0.00022529547245398146,0.0
18.334524,-4.716329,17.166424,many-valued logic,0.00026057747076804234,0.0
-19.79442,14.376381,-5.2050815,darpa,0.00021164566898051654,0.0
-20.451385,-19.679869,6.5087485,recognition of human individuals,0.0003752361046263035,0.0
-8.489509,11.344401,7.4499745,information extraction,0.0008510068531744083,0.0
-19.734634,-14.125108,2.205863,cognitive neuropsychology,4.326438214984662e-05,0.0
16.883692,-22.96137,-5.196426,forestry,0.00010165146782850412,0.0
-13.031817,19.405766,0.2974171,open data,0.0005154203705852717,0.0
-8.137442,-12.600071,-13.094715,color theory,0.0006295114277553936,0.0
-0.47673467,16.091007,9.243583,structured query language,0.001495201407912308,0.0
0.7835239,11.255196,-5.860487,pattern recognition,0.0002965589537605274,0.0
-12.790946,5.5193973,-11.733707,smartdust,0.0006764020842406879,0.0
-11.5832,19.144798,-8.046032,open-source software,0.00019951476451362637,0.0
-6.9772134,-13.331566,-16.578566,gamma correction,0.00047196132625173165,0.0
-10.33177,-8.807918,4.4201674,hard problem of consciousness,0.00025079432321474234,0.0
12.654706,-2.5033696,-7.1275797,normal distribution,4.326438214984662e-05,0.0
-11.295639,-0.40885973,22.908735,origin of language,0.0007653922861543646,0.0
9.778381,-6.0925655,-0.10079485,predictive analytics,0.0001594353220325628,0.0
-12.279288,20.376675,10.226763,data governance,0.0004668625375196929,0.0
5.7861943,-8.820434,-17.241083,spectral density,0.00034435460399163573,0.0
1.897904,-2.4827714,-8.902029,computer vision,0.0012940202835906244,1.0
-19.017942,-18.89109,-0.3415799,n170,0.0005431557811505426,0.0
12.058032,23.478945,-11.071191,vision processing unit,0.0009978517506599558,0.0
-20.544954,15.44932,-0.2811685,the wisdom of crowds,0.00020877315138683182,0.0
-17.671844,-18.108503,3.7094834,prosopagnosia,0.0009057883096367039,0.0
3.1016793,-20.74975,1.3539788,social complexity,0.0003333948806351005,0.0
-7.660005,-8.464951,2.8692672,neural correlate,4.326438214984662e-05,0.0
2.6992466,0.9886642,-26.321016,holography,0.0004899657100912063,0.0
-14.385857,7.190367,18.539837,foreign language reading aid,4.746731732834048e-05,0.0
-6.7364364,-2.613115,-7.662867,virtual reality,4.746731732834048e-05,0.0
-13.053659,-3.2930725,-12.633374,motion sensing in vision,0.00024071136407422076,0.0
3.951647,20.91623,-17.49346,opencl,4.746731732834048e-05,0.0
3.3624105,1.9609492,-19.316933,signal processing,0.0002980291486612697,0.0
0.7641958,-6.915383,-6.703702,vector quantization,0.0004792334943854404,0.0
14.081538,-23.485607,-4.8022842,silviculture,0.00021757697570590068,0.0
9.767264,-14.363475,5.9322424,black box,0.00045173954369852944,0.0
13.224575,-1.7511657,0.21384586,optimal design,8.622893735385541e-05,0.0
6.59382,21.641014,-18.008434,gpgpu,0.00019449389580092688,0.0
17.041862,-9.550288,12.725748,self-fulfilling prophecy,8.31821115330824e-05,0.0
6.893061,-18.26103,17.79179,cycle of poverty,4.919206366611124e-05,0.0
11.544696,9.294617,-1.0010889,informatics (academic field),0.00012048867904673375,0.0
-12.156245,7.2142735,20.78879,language education,8.763046021995828e-05,0.0
-13.924723,-7.822321,-8.66405,visual illusion,5.074575083486678e-05,0.0
0.38403833,-4.700768,9.755707,analogy,0.00036817255708425204,0.0
5.3958354,11.615109,23.86533,prolog,0.0004577646967134444,0.0
11.835581,0.57269114,-11.325181,digital filter,4.495824113862851e-05,0.0
-24.203989,7.7940392,-15.192103,digital footprint,0.0004906025175204204,0.0
-17.90872,-7.9844913,1.7704899,behavioral neuroscience,0.001122731954756231,0.0
9.850308,3.264556,16.134333,exclusive or,4.495824113862851e-05,0.0
-16.108192,-15.800232,0.92083704,face perception,4.495824113862851e-05,0.0
-7.110777,3.5651765,24.245323,basic english,4.495824113862851e-05,0.0
-14.5127945,8.107965,19.503492,computer-assisted language learning,4.495824113862851e-05,0.0
-16.209087,-6.7186375,11.00869,enactivism,7.463472588617818e-05,0.0
6.7804184,-1.9421505,-23.033504,adaptive optics,4.495824113862851e-05,0.0
11.183197,-3.5622215,11.475277,indicator function,0.0002146962536986987,0.0
-8.040063,-12.61168,5.8578014,eliminative materialism,0.00017750631390937947,0.0
9.743087,-9.342545,-12.102166,convolution,0.0002589381410095816,1.0
-2.1969652,-8.10309,12.458048,intentional stance,0.0002351254038435504,0.0
6.2801223,21.04967,-17.12263,general-purpose computing on graphics processing units,0.0006699285931749176,0.0
-1.5374616,1.8585755,12.516867,collective problem solving,0.0005187689207900429,0.0
13.881745,13.924679,-19.884933,computer cluster,0.00043073721388708815,0.0
-0.24452046,-20.11295,14.708548,conceptual model,0.0004621163026846081,0.0
0.60772705,-9.685972,22.789074,mereology,8.835873098509622e-05,0.0
-2.3369327,-0.31916893,-14.89017,sound card,0.00016199454757595593,0.0
12.0849,-0.20700794,21.961807,truth function,4.0472756283537384e-05,0.0
7.261427,-18.057434,-3.0620852,monte carlo method,0.0011932867181130488,0.0
5.3882165,14.102895,-9.934696,system integration,4.0472756283537384e-05,0.0
-2.6101346,-9.997301,18.094503,constructivist epistemology,0.00020893775895249256,0.0
8.406857,14.543318,-9.82367,system on a chip,0.00014702912756902578,0.0
-15.396857,6.030612,18.789974,foreign-language reading aid,0.0004290852004351345,0.0
18.034912,-5.694949,9.001277,logistic regression,0.0005931322266886213,0.0
8.455869,-14.212611,-17.223387,autocorrelation,0.0005344852349528332,0.0
-1.0227635,-0.5717187,22.884768,symbol grounding,0.0001508153546611304,0.0
19.961838,-14.410869,1.4534612,markov chain,0.0004327558096615763,0.0
-18.83809,-6.825191,-13.374988,saccade,0.0003580787064391308,0.0
-14.78762,13.303267,-7.353433,simultaneous localization and mapping,0.0003912634806618011,0.0
15.341474,-3.8974545,-1.2631437,model selection,4.0472756283537384e-05,0.0
13.9004545,-3.6854243,-15.548277,impulse response,0.0006224426897658359,0.0
-1.6338001,26.088947,-12.9153,x-video motion compensation,4.0472756283537384e-05,0.0
-19.2035,7.47694,20.477566,virtual world language learning,0.0005082439628437446,0.0
-0.02556412,24.322779,-10.314067,nvidia purevideo,0.0003365455718150534,0.0
0.37051508,-21.919592,6.5404935,cybernetics,0.00014521906690256604,0.0
8.662963,22.331366,-12.132136,hardware acceleration,0.00044772175688342696,0.0
11.92459,0.3976342,-16.109293,deconvolution,0.0007292921498214403,0.0
-6.867211,22.834005,-8.922283,mono (software),0.0005615360705825042,0.0
-6.5368934,11.518305,-1.4826347,big data,0.0004432949922703075,0.0
2.5265677,18.22167,-14.6751,nvidia,0.00042939591885782534,0.0
-17.771536,-6.8683386,8.583042,situated cognition,4.828934243144249e-05,0.0
14.174385,-9.412768,0.08081882,decision tree,4.828934243144249e-05,1.0
8.464035,10.808413,-2.852748,electronics,0.00022445149335842177,0.0
-7.2782254,-9.928532,-6.5235195,systems neuroscience,4.9088976724765305e-05,0.0
14.14466,0.40406492,10.10856,boolean-valued function,4.9088976724765305e-05,0.0
-28.65351,5.1422963,-7.5372906,human enhancement,4.9088976724765305e-05,0.0
-1.7485468,-6.85152,18.141403,model-dependent realism,4.9088976724765305e-05,0.0
3.9757085,-4.613259,7.985121,immunity to change,4.9088976724765305e-05,0.0
-8.413277,-19.300781,-20.337208,eye,8.44885111781829e-05,0.0
-13.272458,-9.133999,17.891294,mirror neuron,7.181383316510335e-05,0.0
-8.612444,17.338133,-11.149156,open-source hardware,4.9088976724765305e-05,0.0
-17.364264,-6.2408633,-0.54763347,cognitive neuroscience,0.0001266052622033332,0.0
-7.649328,-11.967171,-1.9087089,blue brain project,4.672739386030368e-05,0.0
2.6134603,13.294144,20.135717,knowledge representation,9.482980123467204e-05,0.0
-12.962522,-14.817134,-21.474096,eye care professional,4.672739386030368e-05,0.0
-8.085261,-10.555111,13.340944,philosophy of mind,6.807188359080413e-05,0.0
-19.7731,-6.4909005,-0.3974204,social neuroscience,6.807188359080413e-05,0.0
3.184001,3.0077238,1.8989282,multivariate analysis,6.807188359080413e-05,0.0
21.310102,-11.473851,-9.817131,newton's method,6.807188359080413e-05,0.0
-11.155876,4.6348352,19.441599,glossary of language teaching terms and ideas,6.807188359080413e-05,0.0
-7.71815,1.6574901,6.7727513,conceptual space,0.00013115211218060085,0.0
-1.2447258,6.3751664,-11.2876625,computational models of musical creativity,9.6267534257652e-05,0.0
2.653193,-8.13553,17.34831,philosophical realism,6.807188359080413e-05,0.0
8.406968,8.59546,-10.846087,series and parallel circuits,6.807188359080413e-05,0.0
3.4783955,10.763452,-6.093491,pattern matching,0.0001965121748342356,0.0
-22.356503,-8.100304,-0.20008643,affect (psychology),0.0001270196091116452,0.0
-7.6855893,7.3105445,3.589483,latent semantic indexing,0.00024336413588957234,0.0
-16.52683,-8.328004,1.3875813,biological psychology,0.0002923868353865875,0.0
13.46342,-3.9349504,17.944876,degrees of truth,4.588418602427724e-05,0.0
-14.946589,8.96679,4.3753757,enterprise bookmarking,0.00022253492413065702,0.0
2.0349855,22.442276,-19.508274,opengl,0.00039152157814961296,0.0
-1.811357,2.8795142,9.278189,collective decision-making,0.0004956601478780173,0.0
-23.158869,4.444732,-10.894437,diary,8.974566877246243e-05,0.0
6.474138,-11.187675,-16.733624,cross-correlation,0.0003620857643830158,0.0
15.562161,-5.3674703,-13.643822,green's function,8.197628825503008e-05,0.0
18.027025,15.904836,-3.9947965,direct memory access,4.2738756002499036e-05,0.0
-3.3112912,-4.145492,2.3947933,cognitive computing,0.00041032715206165726,0.0
2.398291,8.327271,-24.73302,derivative work,0.0006844007424297931,0.0
7.86012,-14.076132,16.032137,virtuous circle and vicious circle,0.00037669108588950874,0.0
-16.394772,-11.01474,10.976604,society of mind theory,0.0003747883037774612,0.0
3.9589276,13.824365,19.527884,knowledge representation and reasoning,0.00021081116740707132,0.0
19.643347,4.0409646,12.107725,binary decision diagram,0.00017996649174110076,0.0
-12.643019,16.740517,11.165815,controlled vocabulary,0.0001035303835534063,0.0
-3.7137814,12.790236,15.721603,automatic programming,0.0003616827282668968,0.0
12.889416,-18.555428,2.0804172,markov decision process,0.00013023186802229734,0.0
-21.644773,-7.012237,-15.049013,eye tracking,0.00016171239182321046,0.0
-17.918951,-11.352891,10.677697,society of mind,0.00012474236897391816,0.0
-13.3728695,-2.4986215,-15.23108,strobe light,0.00032581524425295025,0.0
-16.833797,14.178328,17.038778,sentence case,8.481442701655962e-05,0.0
-12.318247,-0.8386971,2.4982002,neural darwinism,8.336629022109412e-05,0.0
16.836742,-4.672109,1.8522588,validity (statistics),0.0002204129467803222,0.0
-16.903734,-11.198846,-17.77314,orthoptics,4.596905353153501e-05,0.0
-8.90931,-7.3854947,-8.001887,auditory illusion,4.596905353153501e-05,0.0
7.436858,23.402472,-15.021256,vector processor,4.596905353153501e-05,0.0
-17.993279,-15.370557,-15.407169,blindness,0.0001739013267334867,0.0
-9.612572,9.3527975,21.013063,language reform,7.422132178384555e-05,0.0
21.724617,8.971032,3.0320954,bit,0.0004897071978646206,0.0
11.584984,19.598299,-4.474088,cpu,0.00010123200754560735,0.0
14.002819,18.52881,-1.9244523,bus (computing),4.596905353153501e-05,0.0
-8.072736,-24.647682,-10.675101,distinction of blue and green in various languages,0.0010225794527705225,0.0
-17.71221,-2.464352,-7.600632,biological motion,0.00022319421085538723,0.0
21.521301,13.639269,-3.219391,channel i/o,0.00020355642407806664,0.0
-22.538568,7.672537,-12.399133,lifelogging,0.00013968065509360462,0.0
-3.191617,0.23190713,15.663594,problem structuring methods,4.4150655119456746e-05,0.0
20.143312,1.5883378,-13.419878,computational electromagnetics,7.660729414217377e-05,0.0
9.975822,-4.311319,20.576696,logical value,7.208241509879543e-05,0.0
-0.54577905,1.6076407,20.107689,computational semiotics,9.941360913352908e-05,0.0
-19.73805,-9.98075,-16.378225,eye movement,4.4150655119456746e-05,0.0
-20.783083,-10.847895,-16.11203,eye movement (sensory),4.4150655119456746e-05,0.0
-1.8039707,15.550953,18.85551,mathematica,0.0007006707972400962,0.0
12.153062,-0.900395,14.059137,boolean function,7.294158125239342e-05,0.0
6.0370946,-0.71871686,22.791235,intuitionistic propositional calculus,7.778549833430567e-05,0.0
2.70682,-9.340525,18.130033,conceptualist realism,7.116134088121855e-05,0.0
20.454628,-14.876966,2.815815,markov process,9.799914435829167e-05,0.0
-22.915524,-5.087757,3.5442913,emotional contagion,4.4150655119456746e-05,0.0
18.845943,20.14251,11.219157,3gpp,9.497652962403925e-05,0.0
-18.89559,-11.005695,-13.359382,peripheral vision,0.0014800113173940813,0.0
9.353611,-12.0916815,-4.3949914,inverse problems,7.325994359956559e-05,0.0
-4.2892656,-6.3324404,17.455093,pragmatism,8.411651963361372e-05,0.0
-17.226532,5.446424,-6.133375,cognitive map,6.788549964920918e-05,0.0
-7.658794,14.684462,3.6283402,data curation,4.4150655119456746e-05,0.0
2.13143,4.6369815,-20.55766,digital image mosaic,4.4150655119456746e-05,0.0
-17.474426,9.011132,2.135086,human-based computation,4.4150655119456746e-05,0.0
0.30543998,6.750826,24.689013,natural-language understanding,5.318779152397991e-05,0.0
-9.688798,-6.3267264,4.478432,quantum mind,5.318779152397991e-05,0.0
-22.611782,7.7861896,-12.3580675,lifelog,0.0001438202236386284,0.0
-16.6051,2.4061532,19.7928,second-language acquisition,5.318779152397991e-05,0.0
5.15646,-5.7180867,5.4466844,ooda loop,0.00011139358115284156,0.0
-3.6413393,13.598247,-14.556774,cad standards,6.934234403104173e-05,0.0
-7.419658,-2.09939,-16.162928,acoustic location,0.0005355688869527082,0.0
2.1654289,-16.574966,-9.283123,eeg analysis,0.00011824443016484992,0.0
-7.153578,16.735687,14.105628,semantic translation,6.041338958718513e-05,0.0
0.321771,24.024048,2.7278802,racial profiling,0.00010440141742249282,0.0
-11.105639,-16.632277,-14.422035,tetrachromacy,6.041338958718513e-05,0.0
-11.099214,-4.204151,9.509708,image schema,0.0001623024877811988,0.0
-3.044759,-13.100286,-5.4014516,neural decoding,6.041338958718513e-05,0.0
-4.6912413,-9.207037,-7.1000557,neural oscillation,3.930089734419978e-05,0.0
-12.802714,-5.6053286,-6.727314,infrasound,0.00010607564721308558,0.0
19.34098,-6.8408647,-11.675281,finite difference methods,9.00998578652872e-05,0.0
8.398797,23.020596,-6.9173107,instruction set architecture,0.00011128255075208623,0.0
-13.643325,2.3057623,17.296741,language transfer,9.895934213988822e-05,0.0
-2.1826222,22.485392,5.056304,crime mapping,0.00036925095165807385,0.0
12.290449,0.7586414,16.323824,symmetric difference,3.930089734419978e-05,0.0
14.593447,20.42994,-15.874505,high performance computing,6.041338958718513e-05,0.0
-25.253115,4.0673575,2.3769915,keeping up with the joneses,0.00032888138436804124,0.0
-18.234413,-11.117284,1.7968825,neuropsychology,6.041338958718513e-05,0.0
3.3394363,-12.648789,-1.0581851,signal-flow graph,0.00011088079764790456,0.0
-23.150095,-8.40943,3.91221,common coding theory,6.041338958718513e-05,0.0
-15.240342,-7.5364056,0.012854407,neuroethology,6.041338958718513e-05,0.0
-2.4779775,13.124594,-6.8882027,artificial intelligence in healthcare,3.930089734419978e-05,0.0
-4.55431,4.9922385,-9.298173,music information retrieval,4.178901457396755e-05,0.0
1.7977214,19.935514,-0.11383993,jurimetrics,6.786027935052438e-05,0.0
-8.915086,-22.216322,-11.86758,vision science,0.000198535986305532,0.0
20.408539,5.881945,11.720174,logic optimization,8.451275726211289e-05,0.0
20.708817,15.169537,11.625146,wimax,4.178901457396755e-05,0.0
11.888646,4.128473,12.219085,boolean algebra (logic),7.948640154684585e-05,0.0
10.15189,-14.249322,19.473352,cycle of violence,4.178901457396755e-05,0.0
-18.305267,-8.002408,10.849359,distributed cognition,4.178901457396755e-05,0.0
8.9208975,18.11772,-8.763586,programmable system on a chip,0.0010514286536628338,0.0
-0.7878919,25.654497,-13.273697,vdpau,5.219630595210728e-05,0.0
15.265207,-9.045873,-7.5719857,surrogate model,8.017943740614503e-05,0.0
-6.522106,6.0922575,-19.724092,structure from motion,8.060739010138897e-05,0.0
23.608343,-4.004031,-11.639521,finite volume method,5.219630595210728e-05,0.0
22.060553,3.055453,11.587359,digital circuit,5.219630595210728e-05,0.0
-4.235044,-11.408089,20.85696,epistemology,8.173052149038671e-05,0.0
-1.9188784,-8.921272,20.845802,ontological pluralism,5.219630595210728e-05,0.0
11.201859,-4.46143,20.92035,truth value,5.219630595210728e-05,0.0
-21.108723,-10.08413,-4.589416,sensory processing disorder,5.219630595210728e-05,0.0
-9.64822,3.941397,-17.610573,videography,5.219630595210728e-05,0.0
3.789355,21.135313,-10.617785,larrabee (microarchitecture),8.251818752141891e-05,0.0
0.12238489,-17.387918,-2.5433626,social simulation,5.219630595210728e-05,0.0
6.538092,0.17891994,16.491032,truth table,5.219630595210728e-05,0.0
-4.7178183,-5.5621734,-25.178036,satellite imagery,5.219630595210728e-05,0.0
16.896404,7.5394163,15.414944,venn diagram,5.219630595210728e-05,0.0
-17.872707,-3.7344954,5.479881,cognitive biology,5.219630595210728e-05,0.0
-5.5757036,-10.083014,-1.2479873,computational neuroscience,5.219630595210728e-05,0.0
21.094479,-3.826904,3.0508559,boosting (machine learning),5.219630595210728e-05,0.0
1.5679299,15.426747,-15.387039,molecular design software,5.219630595210728e-05,0.0
12.859205,4.8618636,11.972279,boolean logic,8.945822437293243e-05,0.0
-21.670256,-8.947139,2.6321943,neuroscience,5.219630595210728e-05,1.0
-7.9300995,-2.4563394,0.96725804,gene expression programming,5.219630595210728e-05,0.0
-7.458296,-14.140667,-11.182042,rgb color model,5.219630595210728e-05,0.0
9.248351,-4.6216955,-3.4578817,support vector machine,5.219630595210728e-05,0.0
-8.031853,1.153656,23.638994,lexicostatistics,0.00011371404734378379,0.0
-0.42531377,-3.4444742,7.8035336,case based reasoning,5.219630595210728e-05,0.0
-0.999952,7.171407,15.09179,reification (computer science),5.219630595210728e-05,0.0
6.341821,1.7592466,7.302356,rough sets,5.219630595210728e-05,0.0
-14.886898,4.5163546,-8.810489,spatial contextual awareness,0.0001770188117056023,0.0
22.688328,-13.364326,3.9779394,markov random field,6.286346958664967e-05,0.0
-12.795852,9.580115,6.0427847,enterprise search,4.1941874530022994e-05,0.0
